"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test user creation with various invalid data scenarios.","83","test_create_user_invalid_data[test_case4]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestUserCreation","test_users_crud","",""
"Test authentication with malformed credentials.","97","test_malformed_credentials[malformed_credentials6]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test that error messages don't leak sensitive information.","15545","test_error_message_disclosure","tests","Mon Sep 29 23:25:41 UTC 2025","passed","Mon Sep 29 23:25:56 UTC 2025","TestBasicDataProtectionSecurity","test_users_security","",""
"Test case sensitivity of credentials.","7835","test_case_sensitive_credentials","tests","Mon Sep 29 23:25:41 UTC 2025","failed","Mon Sep 29 23:25:49 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test API access without authentication.","57","test_missing_api_key","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestBasicAuthenticationSecurity","test_users_security","",""
"Test user creation with various invalid data scenarios.","85","test_create_user_invalid_data[test_case5]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestUserCreation","test_users_crud","",""
"Test users list with different page numbers.","29","test_get_users_list_pagination[1]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestUserRetrieval","test_users_crud","",""
"","23","test_single_user_response_matches_schema","tests","Mon Sep 29 23:25:49 UTC 2025","passed","Mon Sep 29 23:25:49 UTC 2025","","test_users_smoke","",""
"Test users list with different page numbers.","22","test_get_users_list_pagination[3]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test unauthorized access attempts.","15","test_unauthorized_access","tests","Mon Sep 29 23:25:41 UTC 2025","passed","Mon Sep 29 23:25:41 UTC 2025","TestBasicAccessControlSecurity","test_users_security","",""
"Test handling of expired or invalid tokens.","113","test_token_expiration_handling[]","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test concurrent token requests.","212","test_concurrent_token_requests","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test user creation with various invalid data scenarios.","86","test_create_user_invalid_data[test_case0]","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestUserCreation","test_users_crud","",""
"Test successful user update.","171","test_update_existing_user","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test refresh token flow simulation.","179","test_refresh_token_simulation","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test protection against brute force attacks.","1927","test_authentication_brute_force_protection","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:41 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test that returned tokens have proper structure.","88","test_token_validation_structure","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test user creation with various invalid data scenarios.","84","test_create_user_invalid_data[test_case1]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestUserCreation","test_users_crud","",""
"Test login with empty JSON payload returns error.","90","test_login_with_empty_payload_returns_error","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","","test_auth_login","",""
"Test handling of expired or invalid tokens.","16","test_token_expiration_handling[eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.expired.signature]","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test handling of expired or invalid tokens.","16","test_token_expiration_handling[None]","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test authentication with malformed credentials.","94","test_malformed_credentials[malformed_credentials4]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test basic input sanitization.","84","test_basic_input_sanitization","tests","Mon Sep 29 23:25:41 UTC 2025","passed","Mon Sep 29 23:25:41 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test basic XSS injection protection.","15","test_basic_xss_protection['; DROP TABLE users; --]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test handling of expired or invalid tokens.","19","test_token_expiration_handling[expired.token.here]","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test users list with different page numbers.","26","test_get_users_list_pagination[2]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test various update scenarios including edge cases.","91","test_update_user_variations[test_case2]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test various update scenarios including edge cases.","91","test_update_user_variations[test_case0]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test basic token validation behavior.","14","test_basic_token_validation","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestBasicAuthenticationSecurity","test_users_security","",""
"","24","test_list_resources_response_matches_schema","tests","Mon Sep 29 23:25:49 UTC 2025","passed","Mon Sep 29 23:25:49 UTC 2025","","test_users_smoke","",""
"Test authentication with malformed credentials.","88","test_malformed_credentials[malformed_credentials0]","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test various update scenarios including edge cases.","91","test_update_user_variations[test_case1]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test basic security-related response headers.","16","test_basic_security_headers","tests","Mon Sep 29 23:25:56 UTC 2025","passed","Mon Sep 29 23:25:56 UTC 2025","TestBasicDataProtectionSecurity","test_users_security","",""
"Test basic XSS injection protection.","85","test_basic_xss_protection[<script>alert('xss')</script>]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test users list with invalid page parameter.","19","test_get_users_list_invalid_page","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test basic authorization checks.","277","test_basic_authorization","tests","Mon Sep 29 23:25:41 UTC 2025","passed","Mon Sep 29 23:25:41 UTC 2025","TestBasicAccessControlSecurity","test_users_security","",""
"Test user creation with various invalid data scenarios.","85","test_create_user_invalid_data[test_case2]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestUserCreation","test_users_crud","",""
"Test basic SQL injection protection.","99","test_basic_sql_injection_protection[' OR '1'='1]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test basic SQL injection protection.","28","test_basic_sql_injection_protection['; DROP TABLE users; --]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test successful login with valid email and password returns a token.","182","test_login_with_valid_credentials_returns_token","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","","test_auth_login","",""
"Test basic XSS injection protection.","87","test_basic_xss_protection[<img src=x onerror=alert(1)>]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:40 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test authentication with malformed credentials.","100","test_malformed_credentials[malformed_credentials5]","tests","Mon Sep 29 23:25:39 UTC 2025","passed","Mon Sep 29 23:25:39 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test handling of expired or invalid tokens.","17","test_token_expiration_handling[invalid.token.format]","tests","Mon Sep 29 23:25:38 UTC 2025","passed","Mon Sep 29 23:25:38 UTC 2025","TestTokenExpiration","test_auth_login","",""
"","25","test_list_users_returns_expected_schema[2]","tests","Mon Sep 29 23:25:49 UTC 2025","passed","Mon Sep 29 23:25:49 UTC 2025","","test_users_smoke","",""
"Test basic SQL injection protection.","99","test_basic_sql_injection_protection['; UPDATE users SET admin=1; --]","tests","Mon Sep 29 23:25:40 UTC 2025","passed","Mon Sep 29 23:25:41 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
