"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test user creation with Unicode and special characters.","90","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Tue Sep 30 00:36:45 UTC 2025","passed","Tue Sep 30 00:36:45 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","171","test_delete_user_twice","tests","Tue Sep 30 00:36:53 UTC 2025","passed","Tue Sep 30 00:36:53 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test registration with invalid email returns error.","88","test_register_with_invalid_email_returns_error","tests","Tue Sep 30 00:36:58 UTC 2025","passed","Tue Sep 30 00:36:58 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","86","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 00:36:44 UTC 2025","passed","Tue Sep 30 00:36:44 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that registration responds within acceptable time.","86","test_register_response_time","tests","Tue Sep 30 00:37:02 UTC 2025","passed","Tue Sep 30 00:37:02 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test successful user registration with valid email and password returns a token.","88","test_register_with_valid_data_returns_token","tests","Tue Sep 30 00:36:57 UTC 2025","passed","Tue Sep 30 00:36:57 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test login with missing password returns 400 error.","89","test_login_with_missing_password_returns_error","tests","Tue Sep 30 00:36:57 UTC 2025","passed","Tue Sep 30 00:36:57 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that user deletion responds within acceptable time.","86","test_delete_user_response_time","tests","Tue Sep 30 00:37:02 UTC 2025","passed","Tue Sep 30 00:37:02 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that logout responds within acceptable time.","91","test_logout_response_time","tests","Tue Sep 30 00:37:03 UTC 2025","passed","Tue Sep 30 00:37:03 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test deleting a user that doesn't exist.","362","test_delete_non_existent_user","tests","Tue Sep 30 00:36:54 UTC 2025","passed","Tue Sep 30 00:36:54 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","88","test_create_user_invalid_data[test_case4]","tests","Tue Sep 30 00:36:44 UTC 2025","passed","Tue Sep 30 00:36:44 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving an existing user by ID.","22","test_get_existing_user","tests","Tue Sep 30 00:36:49 UTC 2025","passed","Tue Sep 30 00:36:49 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test that user update responds within acceptable time.","90","test_update_user_response_time","tests","Tue Sep 30 00:37:02 UTC 2025","passed","Tue Sep 30 00:37:02 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test registration with missing password returns 400 error.","88","test_register_with_missing_password_returns_error","tests","Tue Sep 30 00:36:57 UTC 2025","passed","Tue Sep 30 00:36:58 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that API response times meet basic SLA requirements.","280","test_basic_response_time_sla","tests","Tue Sep 30 00:37:03 UTC 2025","passed","Tue Sep 30 00:37:03 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test registration with empty JSON payload returns error.","86","test_register_with_empty_payload_returns_error","tests","Tue Sep 30 00:36:59 UTC 2025","passed","Tue Sep 30 00:36:59 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with additional fields.","85","test_create_user_with_extra_fields","tests","Tue Sep 30 00:36:45 UTC 2025","passed","Tue Sep 30 00:36:45 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user deletion.","86","test_delete_existing_user","tests","Tue Sep 30 00:36:53 UTC 2025","passed","Tue Sep 30 00:36:53 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","86","test_create_user_invalid_data[test_case5]","tests","Tue Sep 30 00:36:44 UTC 2025","passed","Tue Sep 30 00:36:44 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","195","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 00:36:43 UTC 2025","passed","Tue Sep 30 00:36:43 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","87","test_create_user_with_empty_string","tests","Tue Sep 30 00:36:47 UTC 2025","passed","Tue Sep 30 00:36:47 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","168","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 00:36:50 UTC 2025","passed","Tue Sep 30 00:36:50 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test successful user creation with valid data.","267","test_create_user_with_valid_data","tests","Tue Sep 30 00:36:43 UTC 2025","passed","Tue Sep 30 00:36:43 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","89","test_login_with_valid_credentials_returns_token","tests","Tue Sep 30 00:36:56 UTC 2025","passed","Tue Sep 30 00:36:56 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","166","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Tue Sep 30 00:36:50 UTC 2025","passed","Tue Sep 30 00:36:50 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
