"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test deleting a user twice (idempotency test).","159","test_delete_user_twice","tests","Tue Sep 30 01:03:32 UTC 2025","passed","Tue Sep 30 01:03:32 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test successful user creation with valid data.","180","test_create_user_with_valid_data","tests","Tue Sep 30 01:03:22 UTC 2025","passed","Tue Sep 30 01:03:22 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","83","test_create_user_invalid_data[test_case2]","tests","Tue Sep 30 01:03:24 UTC 2025","passed","Tue Sep 30 01:03:24 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test updating a user that doesn't exist.","84","test_update_non_existent_user","tests","Tue Sep 30 01:03:30 UTC 2025","passed","Tue Sep 30 01:03:30 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test successful user update.","156","test_update_existing_user","tests","Tue Sep 30 01:03:29 UTC 2025","passed","Tue Sep 30 01:03:29 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test that user deletion responds within acceptable time.","82","test_delete_user_response_time","tests","Tue Sep 30 01:03:41 UTC 2025","passed","Tue Sep 30 01:03:41 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that logout responds within acceptable time.","84","test_logout_response_time","tests","Tue Sep 30 01:03:42 UTC 2025","passed","Tue Sep 30 01:03:42 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test registration with empty JSON payload returns error.","84","test_register_with_empty_payload_returns_error","tests","Tue Sep 30 01:03:37 UTC 2025","passed","Tue Sep 30 01:03:37 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","82","test_create_user_invalid_data[test_case1]","tests","Tue Sep 30 01:03:23 UTC 2025","passed","Tue Sep 30 01:03:23 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test login with missing password returns 400 error.","85","test_login_with_missing_password_returns_error","tests","Tue Sep 30 01:03:35 UTC 2025","passed","Tue Sep 30 01:03:36 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test deleting a user that doesn't exist.","86","test_delete_non_existent_user","tests","Tue Sep 30 01:03:33 UTC 2025","passed","Tue Sep 30 01:03:33 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test that API response times meet basic SLA requirements.","260","test_basic_response_time_sla","tests","Tue Sep 30 01:03:42 UTC 2025","passed","Tue Sep 30 01:03:42 UTC 2025","TestPerformance","test_api_endpoints","",""
"","1000","GET /api/users/{id}","","Tue Sep 30 01:05:09 UTC 2025","passed","Tue Sep 30 01:05:10 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test user creation with various invalid data scenarios.","83","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 01:03:23 UTC 2025","passed","Tue Sep 30 01:03:23 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test deleting a user with an invalid ID.","81","test_delete_user_with_invalid_id","tests","Tue Sep 30 01:03:33 UTC 2025","passed","Tue Sep 30 01:03:33 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test that login responds within acceptable time.","82","test_login_response_time","tests","Tue Sep 30 01:03:41 UTC 2025","passed","Tue Sep 30 01:03:41 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test login with non-existent email returns error.","84","test_login_with_invalid_email_returns_error","tests","Tue Sep 30 01:03:36 UTC 2025","passed","Tue Sep 30 01:03:36 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","83","test_create_user_invalid_data[test_case4]","tests","Tue Sep 30 01:03:23 UTC 2025","passed","Tue Sep 30 01:03:23 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","159","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 01:03:29 UTC 2025","passed","Tue Sep 30 01:03:30 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
