"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test user creation with various invalid data scenarios.","170","test_create_user_invalid_data[test_case5]","tests","Tue Sep 30 01:22:14 UTC 2025","passed","Tue Sep 30 01:22:14 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test deleting a user that doesn't exist.","173","test_delete_non_existent_user","tests","Tue Sep 30 01:22:24 UTC 2025","passed","Tue Sep 30 01:22:24 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with additional fields.","173","test_create_user_with_extra_fields","tests","Tue Sep 30 01:22:15 UTC 2025","passed","Tue Sep 30 01:22:15 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test registration with invalid email returns error.","106","test_register_with_invalid_email_returns_error","tests","Tue Sep 30 01:22:28 UTC 2025","passed","Tue Sep 30 01:22:28 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that user deletion responds within acceptable time.","172","test_delete_user_response_time","tests","Tue Sep 30 01:22:32 UTC 2025","passed","Tue Sep 30 01:22:32 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","106","test_login_with_valid_credentials_returns_token","tests","Tue Sep 30 01:22:26 UTC 2025","passed","Tue Sep 30 01:22:26 UTC 2025","TestAuthentication","test_api_endpoints","",""
"","1000","GET /api/users/{id}","","Tue Sep 30 01:24:01 UTC 2025","passed","Tue Sep 30 01:24:02 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test users list endpoint.","35","test_get_users_list","tests","Tue Sep 30 01:22:17 UTC 2025","passed","Tue Sep 30 01:22:17 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test registration with empty JSON payload returns error.","105","test_register_with_empty_payload_returns_error","tests","Tue Sep 30 01:22:29 UTC 2025","passed","Tue Sep 30 01:22:29 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","103","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 01:22:13 UTC 2025","passed","Tue Sep 30 01:22:13 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that user creation responds within acceptable time.","103","test_create_user_response_time","tests","Tue Sep 30 01:22:31 UTC 2025","passed","Tue Sep 30 01:22:31 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","196","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 01:22:20 UTC 2025","passed","Tue Sep 30 01:22:20 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test successful user update.","182","test_update_existing_user","tests","Tue Sep 30 01:22:20 UTC 2025","passed","Tue Sep 30 01:22:20 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test login with non-existent email returns error.","179","test_login_with_invalid_email_returns_error","tests","Tue Sep 30 01:22:27 UTC 2025","passed","Tue Sep 30 01:22:28 UTC 2025","TestAuthentication","test_api_endpoints","",""
"","1000","GET /api/users","","Tue Sep 30 01:24:01 UTC 2025","passed","Tue Sep 30 01:24:02 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test deleting a user with an invalid ID.","106","test_delete_user_with_invalid_id","tests","Tue Sep 30 01:22:24 UTC 2025","passed","Tue Sep 30 01:22:24 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test registration with missing password returns 400 error.","106","test_register_with_missing_password_returns_error","tests","Tue Sep 30 01:22:27 UTC 2025","passed","Tue Sep 30 01:22:28 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that logout responds within acceptable time.","104","test_logout_response_time","tests","Tue Sep 30 01:22:33 UTC 2025","passed","Tue Sep 30 01:22:33 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","192","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Tue Sep 30 01:22:20 UTC 2025","passed","Tue Sep 30 01:22:20 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test that user update responds within acceptable time.","187","test_update_user_response_time","tests","Tue Sep 30 01:22:32 UTC 2025","passed","Tue Sep 30 01:22:32 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test login with empty JSON payload returns error.","174","test_login_with_empty_payload_returns_error","tests","Tue Sep 30 01:22:28 UTC 2025","passed","Tue Sep 30 01:22:28 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that API response times meet basic SLA requirements.","550","test_basic_response_time_sla","tests","Tue Sep 30 01:22:33 UTC 2025","passed","Tue Sep 30 01:22:34 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that users list responds within acceptable time.","27","test_get_users_list_response_time","tests","Tue Sep 30 01:22:31 UTC 2025","passed","Tue Sep 30 01:22:32 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","104","test_create_user_with_empty_string","tests","Tue Sep 30 01:22:16 UTC 2025","passed","Tue Sep 30 01:22:17 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test logout endpoint returns success.","171","test_logout_returns_success","tests","Tue Sep 30 01:22:29 UTC 2025","passed","Tue Sep 30 01:22:29 UTC 2025","TestAuthentication","test_api_endpoints","",""
