"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test registration with invalid email returns error.","161","test_register_with_invalid_email_returns_error","tests","Tue Sep 30 01:19:19 UTC 2025","passed","Tue Sep 30 01:19:19 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that users list responds within acceptable time.","20","test_get_users_list_response_time","tests","Tue Sep 30 01:19:22 UTC 2025","passed","Tue Sep 30 01:19:22 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that user update responds within acceptable time.","162","test_update_user_response_time","tests","Tue Sep 30 01:19:22 UTC 2025","passed","Tue Sep 30 01:19:22 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test login with missing password returns 400 error.","162","test_login_with_missing_password_returns_error","tests","Tue Sep 30 01:19:17 UTC 2025","passed","Tue Sep 30 01:19:17 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","315","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Tue Sep 30 01:19:10 UTC 2025","passed","Tue Sep 30 01:19:10 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","304","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 01:19:11 UTC 2025","passed","Tue Sep 30 01:19:11 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test logout endpoint returns success.","153","test_logout_returns_success","tests","Tue Sep 30 01:19:19 UTC 2025","passed","Tue Sep 30 01:19:20 UTC 2025","TestAuthentication","test_api_endpoints","",""
"","1000","POST /api/users","","Tue Sep 30 01:20:52 UTC 2025","passed","Tue Sep 30 01:20:53 UTC 2025","","Performance Tests","LocustLoadTest",""
"","1000","GET /api/users","","Tue Sep 30 01:20:52 UTC 2025","passed","Tue Sep 30 01:20:53 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test that API response times meet basic SLA requirements.","485","test_basic_response_time_sla","tests","Tue Sep 30 01:19:24 UTC 2025","passed","Tue Sep 30 01:19:24 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test login with non-existent email returns error.","162","test_login_with_invalid_email_returns_error","tests","Tue Sep 30 01:19:18 UTC 2025","passed","Tue Sep 30 01:19:18 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","319","test_delete_user_twice","tests","Tue Sep 30 01:19:13 UTC 2025","passed","Tue Sep 30 01:19:14 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test retrieving an existing user by ID.","29","test_get_existing_user","tests","Tue Sep 30 01:19:09 UTC 2025","passed","Tue Sep 30 01:19:09 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test login with empty JSON payload returns error.","161","test_login_with_empty_payload_returns_error","tests","Tue Sep 30 01:19:18 UTC 2025","passed","Tue Sep 30 01:19:18 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","151","test_create_user_invalid_data[test_case5]","tests","Tue Sep 30 01:19:04 UTC 2025","passed","Tue Sep 30 01:19:04 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that user deletion responds within acceptable time.","154","test_delete_user_response_time","tests","Tue Sep 30 01:19:23 UTC 2025","passed","Tue Sep 30 01:19:23 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test deleting a user with an invalid ID.","153","test_delete_user_with_invalid_id","tests","Tue Sep 30 01:19:14 UTC 2025","passed","Tue Sep 30 01:19:14 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","156","test_login_with_valid_credentials_returns_token","tests","Tue Sep 30 01:19:17 UTC 2025","passed","Tue Sep 30 01:19:17 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test successful user update.","306","test_update_existing_user","tests","Tue Sep 30 01:19:10 UTC 2025","passed","Tue Sep 30 01:19:10 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","160","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 01:19:03 UTC 2025","passed","Tue Sep 30 01:19:04 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that login responds within acceptable time.","162","test_login_response_time","tests","Tue Sep 30 01:19:23 UTC 2025","passed","Tue Sep 30 01:19:23 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","154","test_create_user_invalid_data[test_case4]","tests","Tue Sep 30 01:19:03 UTC 2025","passed","Tue Sep 30 01:19:03 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with additional fields.","153","test_create_user_with_extra_fields","tests","Tue Sep 30 01:19:05 UTC 2025","passed","Tue Sep 30 01:19:05 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test deleting a user that doesn't exist.","160","test_delete_non_existent_user","tests","Tue Sep 30 01:19:14 UTC 2025","passed","Tue Sep 30 01:19:14 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test that registration responds within acceptable time.","162","test_register_response_time","tests","Tue Sep 30 01:19:23 UTC 2025","passed","Tue Sep 30 01:19:23 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that logout responds within acceptable time.","161","test_logout_response_time","tests","Tue Sep 30 01:19:24 UTC 2025","passed","Tue Sep 30 01:19:24 UTC 2025","TestPerformance","test_api_endpoints","",""
"","1000","GET /api/users/{id}","","Tue Sep 30 01:20:52 UTC 2025","passed","Tue Sep 30 01:20:53 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test updating a user that doesn't exist.","161","test_update_non_existent_user","tests","Tue Sep 30 01:19:11 UTC 2025","passed","Tue Sep 30 01:19:11 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","164","test_create_user_invalid_data[test_case2]","tests","Tue Sep 30 01:19:05 UTC 2025","passed","Tue Sep 30 01:19:05 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test registration with missing password returns 400 error.","158","test_register_with_missing_password_returns_error","tests","Tue Sep 30 01:19:18 UTC 2025","passed","Tue Sep 30 01:19:18 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","215","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 01:19:03 UTC 2025","passed","Tue Sep 30 01:19:03 UTC 2025","TestUserCreation","test_api_endpoints","",""
