"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test authentication with malformed credentials.","157","test_malformed_credentials[malformed_credentials3]","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:15 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test login with empty JSON payload returns error.","159","test_login_with_empty_payload_returns_error","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","","test_auth_login","",""
"Test retrieving users with invalid or non-existent IDs.","305","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Mon Sep 29 23:41:15 UTC 2025","passed","Mon Sep 29 23:41:15 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test users list with different page numbers.","318","test_get_users_list_pagination[1]","tests","Mon Sep 29 23:41:16 UTC 2025","passed","Mon Sep 29 23:41:16 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test that error messages don't leak sensitive information.","16541","test_error_message_disclosure","tests","Mon Sep 29 23:41:50 UTC 2025","passed","Mon Sep 29 23:42:06 UTC 2025","TestBasicDataProtectionSecurity","test_users_security","",""
"Test various update scenarios including edge cases.","160","test_update_user_variations[test_case1]","tests","Mon Sep 29 23:41:17 UTC 2025","passed","Mon Sep 29 23:41:17 UTC 2025","TestUserUpdate","test_users_crud","",""
"","33","test_list_users_returns_expected_schema[2]","tests","Mon Sep 29 23:41:58 UTC 2025","passed","Mon Sep 29 23:41:58 UTC 2025","","test_users_smoke","",""
"Test successful user creation with valid data.","158","test_create_user_with_valid_data","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","TestUserCreation","test_users_crud","",""
"","8214","test_list_resources_response_matches_schema","tests","Mon Sep 29 23:41:58 UTC 2025","failed","Mon Sep 29 23:42:06 UTC 2025","","test_users_smoke","",""
"Test user creation with various invalid data scenarios.","159","test_create_user_invalid_data[test_case1]","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","TestUserCreation","test_users_crud","",""
"Test retrieving users with invalid or non-existent IDs.","307","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Mon Sep 29 23:41:15 UTC 2025","passed","Mon Sep 29 23:41:16 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test successful login with valid email and password returns a token.","375","test_login_with_valid_credentials_returns_token","tests","Mon Sep 29 23:41:13 UTC 2025","passed","Mon Sep 29 23:41:13 UTC 2025","","test_auth_login","",""
"Test handling of expired or invalid tokens.","25","test_token_expiration_handling[invalid.token.format]","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test basic SQL injection protection.","43","test_basic_sql_injection_protection['; DROP TABLE users; --]","tests","Mon Sep 29 23:41:34 UTC 2025","passed","Mon Sep 29 23:41:34 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test deleting a user with an invalid ID.","8150","test_delete_user_with_invalid_id","tests","Mon Sep 29 23:41:26 UTC 2025","failed","Mon Sep 29 23:41:34 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test authentication with malformed credentials.","158","test_malformed_credentials[malformed_credentials6]","tests","Mon Sep 29 23:41:15 UTC 2025","passed","Mon Sep 29 23:41:15 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test that returned tokens have proper structure.","156","test_token_validation_structure","tests","Mon Sep 29 23:41:13 UTC 2025","passed","Mon Sep 29 23:41:13 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test handling of expired or invalid tokens.","23","test_token_expiration_handling[eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.expired.signature]","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test retrieving an existing user by ID.","28","test_get_existing_user","tests","Mon Sep 29 23:41:15 UTC 2025","passed","Mon Sep 29 23:41:15 UTC 2025","TestUserRetrieval","test_users_crud","",""
"","33","test_list_users_returns_expected_schema[1]","tests","Mon Sep 29 23:41:58 UTC 2025","passed","Mon Sep 29 23:41:58 UTC 2025","","test_users_smoke","",""
"Test protection against brute force attacks.","2585","test_authentication_brute_force_protection","tests","Mon Sep 29 23:41:15 UTC 2025","passed","Mon Sep 29 23:41:18 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test users list with different page numbers.","312","test_get_users_list_pagination[3]","tests","Mon Sep 29 23:41:16 UTC 2025","passed","Mon Sep 29 23:41:16 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test authentication with malformed credentials.","162","test_malformed_credentials[malformed_credentials5]","tests","Mon Sep 29 23:41:15 UTC 2025","passed","Mon Sep 29 23:41:15 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test concurrent token requests.","444","test_concurrent_token_requests","tests","Mon Sep 29 23:41:13 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test various update scenarios including edge cases.","162","test_update_user_variations[test_case2]","tests","Mon Sep 29 23:41:17 UTC 2025","passed","Mon Sep 29 23:41:18 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test deleting a user twice (idempotency test).","7929","test_delete_user_twice","tests","Mon Sep 29 23:41:18 UTC 2025","failed","Mon Sep 29 23:41:26 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test handling of expired or invalid tokens.","20","test_token_expiration_handling[None]","tests","Mon Sep 29 23:41:13 UTC 2025","passed","Mon Sep 29 23:41:13 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test user creation with various invalid data scenarios.","159","test_create_user_invalid_data[test_case5]","tests","Mon Sep 29 23:41:15 UTC 2025","passed","Mon Sep 29 23:41:15 UTC 2025","TestUserCreation","test_users_crud","",""
"Test basic XSS injection protection.","7885","test_basic_xss_protection[<script>alert('xss')</script>]","tests","Mon Sep 29 23:41:34 UTC 2025","failed","Mon Sep 29 23:41:42 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test user creation with various invalid data scenarios.","159","test_create_user_invalid_data[test_case0]","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","TestUserCreation","test_users_crud","",""
"Test login with non-existent email returns error.","162","test_login_with_invalid_email_returns_error","tests","Mon Sep 29 23:41:13 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","","test_auth_login","",""
"Test basic SQL injection protection.","7841","test_basic_sql_injection_protection[' OR '1'='1]","tests","Mon Sep 29 23:41:34 UTC 2025","failed","Mon Sep 29 23:41:42 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test successful user update.","303","test_update_existing_user","tests","Mon Sep 29 23:41:17 UTC 2025","passed","Mon Sep 29 23:41:17 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test deleting a user that doesn't exist.","157","test_delete_non_existent_user","tests","Mon Sep 29 23:41:18 UTC 2025","passed","Mon Sep 29 23:41:18 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test user creation with various invalid data scenarios.","156","test_create_user_invalid_data[test_case3]","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:15 UTC 2025","TestUserCreation","test_users_crud","",""
"Test successful user deletion.","155","test_delete_existing_user","tests","Mon Sep 29 23:41:18 UTC 2025","passed","Mon Sep 29 23:41:18 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test login with missing password returns 400 error.","157","test_login_with_missing_password_returns_error","tests","Mon Sep 29 23:41:13 UTC 2025","passed","Mon Sep 29 23:41:13 UTC 2025","","test_auth_login","",""
"Test handling of expired or invalid tokens.","107","test_token_expiration_handling[]","tests","Mon Sep 29 23:41:13 UTC 2025","passed","Mon Sep 29 23:41:13 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test basic XSS injection protection.","8170","test_basic_xss_protection[<img src=x onerror=alert(1)>]","tests","Mon Sep 29 23:41:26 UTC 2025","failed","Mon Sep 29 23:41:34 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test refresh token flow simulation.","313","test_refresh_token_simulation","tests","Mon Sep 29 23:41:13 UTC 2025","passed","Mon Sep 29 23:41:13 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test case sensitivity of credentials.","8270","test_case_sensitive_credentials","tests","Mon Sep 29 23:41:18 UTC 2025","failed","Mon Sep 29 23:41:26 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test handling of expired or invalid tokens.","23","test_token_expiration_handling[expired.token.here]","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test basic security-related response headers.","23","test_basic_security_headers","tests","Mon Sep 29 23:42:06 UTC 2025","passed","Mon Sep 29 23:42:06 UTC 2025","TestBasicDataProtectionSecurity","test_users_security","",""
"Test various update scenarios including edge cases.","163","test_update_user_variations[test_case0]","tests","Mon Sep 29 23:41:17 UTC 2025","passed","Mon Sep 29 23:41:17 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test user creation with additional fields.","155","test_create_user_with_extra_fields","tests","Mon Sep 29 23:41:15 UTC 2025","passed","Mon Sep 29 23:41:15 UTC 2025","TestUserCreation","test_users_crud","",""
"Test authentication with malformed credentials.","165","test_malformed_credentials[malformed_credentials0]","tests","Mon Sep 29 23:41:14 UTC 2025","passed","Mon Sep 29 23:41:14 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test basic XSS injection protection.","22","test_basic_xss_protection['; DROP TABLE users; --]","tests","Mon Sep 29 23:41:42 UTC 2025","passed","Mon Sep 29 23:41:42 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test basic authorization checks.","7904","test_basic_authorization","tests","Mon Sep 29 23:41:50 UTC 2025","failed","Mon Sep 29 23:41:58 UTC 2025","TestBasicAccessControlSecurity","test_users_security","",""
