"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test registration with empty JSON payload returns error.","147","test_register_with_empty_payload_returns_error","tests","Wed Oct 01 03:15:54 UTC 2025","passed","Wed Oct 01 03:15:54 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test users list endpoint.","302","test_get_users_list","tests","Wed Oct 01 03:15:42 UTC 2025","passed","Wed Oct 01 03:15:42 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","144","test_create_user_invalid_data[test_case0]","tests","Wed Oct 01 03:15:38 UTC 2025","passed","Wed Oct 01 03:15:38 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test updating a user that doesn't exist.","148","test_update_non_existent_user","tests","Wed Oct 01 03:15:46 UTC 2025","passed","Wed Oct 01 03:15:46 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test login with empty JSON payload returns error.","150","test_login_with_empty_payload_returns_error","tests","Wed Oct 01 03:15:53 UTC 2025","passed","Wed Oct 01 03:15:53 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","147","test_create_user_invalid_data[test_case1]","tests","Wed Oct 01 03:15:39 UTC 2025","passed","Wed Oct 01 03:15:39 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user deletion.","143","test_delete_existing_user","tests","Wed Oct 01 03:15:48 UTC 2025","passed","Wed Oct 01 03:15:48 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test login with missing password returns 400 error.","150","test_login_with_missing_password_returns_error","tests","Wed Oct 01 03:15:52 UTC 2025","passed","Wed Oct 01 03:15:52 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","142","test_login_with_valid_credentials_returns_token","tests","Wed Oct 01 03:15:52 UTC 2025","passed","Wed Oct 01 03:15:52 UTC 2025","TestAuthentication","test_api_endpoints","",""
"","1000","GET /api/users","","Wed Oct 01 03:17:30 UTC 2025","passed","Wed Oct 01 03:17:31 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test user creation with Unicode and special characters.","151","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Wed Oct 01 03:15:40 UTC 2025","passed","Wed Oct 01 03:15:40 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user update.","289","test_update_existing_user","tests","Wed Oct 01 03:15:45 UTC 2025","passed","Wed Oct 01 03:15:45 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test retrieving an existing user by ID.","26","test_get_existing_user","tests","Wed Oct 01 03:15:44 UTC 2025","passed","Wed Oct 01 03:15:44 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test successful user creation with valid data.","347","test_create_user_with_valid_data","tests","Wed Oct 01 03:15:37 UTC 2025","passed","Wed Oct 01 03:15:38 UTC 2025","TestUserCreation","test_api_endpoints","",""
"","1000","GET /api/users/{id}","","Wed Oct 01 03:17:30 UTC 2025","passed","Wed Oct 01 03:17:31 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test that user update responds within acceptable time.","147","test_update_user_response_time","tests","Wed Oct 01 03:15:57 UTC 2025","passed","Wed Oct 01 03:15:57 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that logout responds within acceptable time.","141","test_logout_response_time","tests","Wed Oct 01 03:15:58 UTC 2025","passed","Wed Oct 01 03:15:58 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that API response times meet basic SLA requirements.","463","test_basic_response_time_sla","tests","Wed Oct 01 03:15:59 UTC 2025","passed","Wed Oct 01 03:15:59 UTC 2025","TestPerformance","test_api_endpoints","",""
"","1000","POST /api/users","","Wed Oct 01 03:17:30 UTC 2025","passed","Wed Oct 01 03:17:31 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test deleting a user that doesn't exist.","143","test_delete_non_existent_user","tests","Wed Oct 01 03:15:49 UTC 2025","passed","Wed Oct 01 03:15:49 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","145","test_create_user_with_empty_string","tests","Wed Oct 01 03:15:41 UTC 2025","passed","Wed Oct 01 03:15:41 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test registration with invalid email returns error.","146","test_register_with_invalid_email_returns_error","tests","Wed Oct 01 03:15:53 UTC 2025","passed","Wed Oct 01 03:15:54 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test logout endpoint returns success.","144","test_logout_returns_success","tests","Wed Oct 01 03:15:54 UTC 2025","passed","Wed Oct 01 03:15:54 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","283","test_delete_user_twice","tests","Wed Oct 01 03:15:48 UTC 2025","passed","Wed Oct 01 03:15:48 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test that users list responds within acceptable time.","285","test_get_users_list_response_time","tests","Wed Oct 01 03:15:57 UTC 2025","passed","Wed Oct 01 03:15:57 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","144","test_create_user_invalid_data[test_case4]","tests","Wed Oct 01 03:15:38 UTC 2025","passed","Wed Oct 01 03:15:38 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user registration with valid email and password returns a token.","146","test_register_with_valid_data_returns_token","tests","Wed Oct 01 03:15:52 UTC 2025","passed","Wed Oct 01 03:15:52 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","282","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Wed Oct 01 03:15:45 UTC 2025","passed","Wed Oct 01 03:15:45 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test that login responds within acceptable time.","1166","test_login_response_time","tests","Wed Oct 01 03:15:57 UTC 2025","passed","Wed Oct 01 03:15:59 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that user creation responds within acceptable time.","144","test_create_user_response_time","tests","Wed Oct 01 03:15:56 UTC 2025","passed","Wed Oct 01 03:15:56 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","339","test_create_user_invalid_data[test_case3]","tests","Wed Oct 01 03:15:37 UTC 2025","passed","Wed Oct 01 03:15:38 UTC 2025","TestUserCreation","test_api_endpoints","",""
