"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that error messages don't leak sensitive information.","15389","test_error_message_disclosure","tests","Mon Sep 29 23:44:50 UTC 2025","passed","Mon Sep 29 23:45:06 UTC 2025","TestBasicDataProtectionSecurity","test_users_security","",""
"Test retrieving users with invalid or non-existent IDs.","165","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test deleting a user with an invalid ID.","82","test_delete_user_with_invalid_id","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test handling of expired or invalid tokens.","14","test_token_expiration_handling[eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.expired.signature]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test basic token validation behavior.","14","test_basic_token_validation","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestBasicAuthenticationSecurity","test_users_security","",""
"Test successful login with valid email and password returns a token.","140","test_login_with_valid_credentials_returns_token","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","","test_auth_login","",""
"Test basic security-related response headers.","16","test_basic_security_headers","tests","Mon Sep 29 23:45:06 UTC 2025","passed","Mon Sep 29 23:45:06 UTC 2025","TestBasicDataProtectionSecurity","test_users_security","",""
"Test basic SQL injection protection.","25","test_basic_sql_injection_protection['; DROP TABLE users; --]","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test authentication with malformed credentials.","84","test_malformed_credentials[malformed_credentials3]","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test handling of expired or invalid tokens.","68","test_token_expiration_handling[]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test user creation with various invalid data scenarios.","85","test_create_user_invalid_data[test_case4]","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestUserCreation","test_users_crud","",""
"Test users list with different page numbers.","22","test_get_users_list_pagination[2]","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test users list with invalid page parameter.","17","test_get_users_list_invalid_page","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test login with missing password returns 400 error.","87","test_login_with_missing_password_returns_error","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","","test_auth_login","",""
"Test authentication with malformed credentials.","85","test_malformed_credentials[malformed_credentials5]","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test login with non-existent email returns error.","86","test_login_with_invalid_email_returns_error","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","","test_auth_login","",""
"Test handling of expired or invalid tokens.","18","test_token_expiration_handling[expired.token.here]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test API access with invalid authentication.","57","test_invalid_api_key","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestBasicAuthenticationSecurity","test_users_security","",""
"Test user creation with various invalid data scenarios.","90","test_create_user_invalid_data[test_case2]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestUserCreation","test_users_crud","",""
"Test successful user creation with valid data.","88","test_create_user_with_valid_data","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestUserCreation","test_users_crud","",""
"Test authentication with malformed credentials.","86","test_malformed_credentials[malformed_credentials1]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"","22","test_list_users_returns_expected_schema[2]","tests","Mon Sep 29 23:45:06 UTC 2025","passed","Mon Sep 29 23:45:06 UTC 2025","","test_users_smoke","",""
"Test various update scenarios including edge cases.","7684","test_update_user_variations[test_case2]","tests","Mon Sep 29 23:45:06 UTC 2025","failed","Mon Sep 29 23:45:14 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test authentication with malformed credentials.","84","test_malformed_credentials[malformed_credentials2]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test user creation with various invalid data scenarios.","84","test_create_user_invalid_data[test_case0]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestUserCreation","test_users_crud","",""
"Test API access without authentication.","56","test_missing_api_key","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestBasicAuthenticationSecurity","test_users_security","",""
"Test basic XSS injection protection.","86","test_basic_xss_protection[<script>alert('xss')</script>]","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test deleting a user twice (idempotency test).","167","test_delete_user_twice","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test basic SQL injection protection.","96","test_basic_sql_injection_protection[' OR '1'='1]","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test user creation with various invalid data scenarios.","86","test_create_user_invalid_data[test_case5]","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestUserCreation","test_users_crud","",""
"Test basic XSS injection protection.","89","test_basic_xss_protection[<img src=x onerror=alert(1)>]","tests","Mon Sep 29 23:44:42 UTC 2025","passed","Mon Sep 29 23:44:42 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test handling of expired or invalid tokens.","17","test_token_expiration_handling[invalid.token.format]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestTokenExpiration","test_auth_login","",""
"","20","test_single_user_response_matches_schema","tests","Mon Sep 29 23:45:06 UTC 2025","passed","Mon Sep 29 23:45:06 UTC 2025","","test_users_smoke","",""
"Test authentication with malformed credentials.","85","test_malformed_credentials[malformed_credentials0]","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test retrieving users with invalid or non-existent IDs.","168","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test successful user update.","163","test_update_existing_user","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test login with empty JSON payload returns error.","86","test_login_with_empty_payload_returns_error","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","","test_auth_login","",""
"Test concurrent token requests.","282","test_concurrent_token_requests","tests","Mon Sep 29 23:44:40 UTC 2025","passed","Mon Sep 29 23:44:40 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test authentication with malformed credentials.","86","test_malformed_credentials[malformed_credentials6]","tests","Mon Sep 29 23:44:41 UTC 2025","passed","Mon Sep 29 23:44:41 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
