"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test user creation with various invalid data scenarios.","182","test_create_user_invalid_data[test_case1]","tests","Tue Sep 30 00:40:01 UTC 2025","passed","Tue Sep 30 00:40:01 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","180","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 00:40:00 UTC 2025","passed","Tue Sep 30 00:40:01 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test registration with empty JSON payload returns error.","180","test_register_with_empty_payload_returns_error","tests","Tue Sep 30 00:40:16 UTC 2025","passed","Tue Sep 30 00:40:16 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","440","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 00:39:59 UTC 2025","passed","Tue Sep 30 00:40:00 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test users list endpoint.","40","test_get_users_list","tests","Tue Sep 30 00:40:04 UTC 2025","passed","Tue Sep 30 00:40:04 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test successful user creation with valid data.","444","test_create_user_with_valid_data","tests","Tue Sep 30 00:39:59 UTC 2025","passed","Tue Sep 30 00:40:00 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user registration with valid email and password returns a token.","183","test_register_with_valid_data_returns_token","tests","Tue Sep 30 00:40:15 UTC 2025","passed","Tue Sep 30 00:40:15 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","362","test_delete_user_twice","tests","Tue Sep 30 00:40:11 UTC 2025","passed","Tue Sep 30 00:40:11 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test deleting a user with an invalid ID.","185","test_delete_user_with_invalid_id","tests","Tue Sep 30 00:40:12 UTC 2025","passed","Tue Sep 30 00:40:12 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test that login responds within acceptable time.","176","test_login_response_time","tests","Tue Sep 30 00:40:20 UTC 2025","passed","Tue Sep 30 00:40:20 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","331","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 00:40:08 UTC 2025","passed","Tue Sep 30 00:40:08 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
