"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test login with missing password returns 400 error.","84","test_login_with_missing_password_returns_error","tests","Tue Sep 30 00:25:32 UTC 2025","passed","Tue Sep 30 00:25:32 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with additional fields.","85","test_create_user_with_extra_fields","tests","Tue Sep 30 00:25:20 UTC 2025","passed","Tue Sep 30 00:25:20 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test registration with empty JSON payload returns error.","87","test_register_with_empty_payload_returns_error","tests","Tue Sep 30 00:25:34 UTC 2025","passed","Tue Sep 30 00:25:34 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that API response times meet basic SLA requirements.","274","test_basic_response_time_sla","tests","Tue Sep 30 00:25:38 UTC 2025","passed","Tue Sep 30 00:25:39 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that login responds within acceptable time.","102","test_login_response_time","tests","Tue Sep 30 00:25:37 UTC 2025","passed","Tue Sep 30 00:25:38 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","83","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 00:25:19 UTC 2025","passed","Tue Sep 30 00:25:19 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","90","test_create_user_with_unicode_and_special_chars[UNICODE_CHARS-\u5f20\u4e09\u674e\u56db]","tests","Tue Sep 30 00:25:22 UTC 2025","passed","Tue Sep 30 00:25:22 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test login with non-existent email returns error.","85","test_login_with_invalid_email_returns_error","tests","Tue Sep 30 00:25:32 UTC 2025","passed","Tue Sep 30 00:25:33 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test deleting a user that doesn't exist.","85","test_delete_non_existent_user","tests","Tue Sep 30 00:25:29 UTC 2025","passed","Tue Sep 30 00:25:29 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","170","test_delete_user_twice","tests","Tue Sep 30 00:25:29 UTC 2025","passed","Tue Sep 30 00:25:29 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test registration with missing password returns 400 error.","86","test_register_with_missing_password_returns_error","tests","Tue Sep 30 00:25:33 UTC 2025","passed","Tue Sep 30 00:25:33 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that registration responds within acceptable time.","85","test_register_response_time","tests","Tue Sep 30 00:25:38 UTC 2025","passed","Tue Sep 30 00:25:38 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test users list endpoint.","23","test_get_users_list","tests","Tue Sep 30 00:25:23 UTC 2025","passed","Tue Sep 30 00:25:23 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test successful user deletion.","92","test_delete_existing_user","tests","Tue Sep 30 00:25:29 UTC 2025","passed","Tue Sep 30 00:25:29 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test updating a user that doesn't exist.","86","test_update_non_existent_user","tests","Tue Sep 30 00:25:26 UTC 2025","passed","Tue Sep 30 00:25:26 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test that logout responds within acceptable time.","245","test_logout_response_time","tests","Tue Sep 30 00:25:38 UTC 2025","passed","Tue Sep 30 00:25:38 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","86","test_login_with_valid_credentials_returns_token","tests","Tue Sep 30 00:25:32 UTC 2025","passed","Tue Sep 30 00:25:32 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that user deletion responds within acceptable time.","84","test_delete_user_response_time","tests","Tue Sep 30 00:25:37 UTC 2025","passed","Tue Sep 30 00:25:37 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that user creation responds within acceptable time.","84","test_create_user_response_time","tests","Tue Sep 30 00:25:36 UTC 2025","passed","Tue Sep 30 00:25:36 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test deleting a user with an invalid ID.","86","test_delete_user_with_invalid_id","tests","Tue Sep 30 00:25:29 UTC 2025","passed","Tue Sep 30 00:25:29 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test logout endpoint returns success.","85","test_logout_returns_success","tests","Tue Sep 30 00:25:34 UTC 2025","passed","Tue Sep 30 00:25:34 UTC 2025","TestAuthentication","test_api_endpoints","",""
