"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test various update scenarios including edge cases.","90","test_update_user_variations[test_case1]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test error handling scenarios under moderate load.","80","test_error_handling_under_load","tests","Mon Sep 29 23:13:38 UTC 2025","skipped","Mon Sep 29 23:13:38 UTC 2025","TestUserWorkflowScenarios","test_performance","",""
"Test user creation with various invalid data scenarios.","83","test_create_user_invalid_data[test_case3]","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserCreation","test_users_crud","",""
"Test mixed operations with realistic frequency patterns.","2747","test_mixed_operation_patterns","tests","Mon Sep 29 23:13:33 UTC 2025","skipped","Mon Sep 29 23:13:36 UTC 2025","TestUserWorkflowScenarios","test_performance","",""
"Test authentication with malformed credentials.","85","test_malformed_credentials[malformed_credentials3]","tests","Mon Sep 29 23:13:33 UTC 2025","passed","Mon Sep 29 23:13:33 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test handling of expired or invalid tokens.","20","test_token_expiration_handling[invalid.token.format]","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test performance of multiple concurrent user creation requests.","182","test_concurrent_user_creation_performance","tests","Mon Sep 29 23:13:35 UTC 2025","passed","Mon Sep 29 23:13:35 UTC 2025","TestUserLoadAndConcurrency","test_performance","",""
"Test authentication with malformed credentials.","85","test_malformed_credentials[malformed_credentials6]","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test concurrent token requests.","230","test_concurrent_token_requests","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test for memory leaks during extended operation.","120527","test_memory_leak_detection","tests","Mon Sep 29 23:19:40 UTC 2025","passed","Mon Sep 29 23:21:40 UTC 2025","TestEnduranceTesting","test_performance","",""
"Test login with non-existent email returns error.","86","test_login_with_invalid_email_returns_error","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","","test_auth_login","",""
"Test successful user creation with valid data.","84","test_create_user_with_valid_data","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserCreation","test_users_crud","",""
"Test that memory usage remains stable across multiple operations.","94","test_memory_usage_stability","tests","Mon Sep 29 23:13:38 UTC 2025","skipped","Mon Sep 29 23:13:38 UTC 2025","TestUserMemoryAndResourceUsage","test_performance","",""
"Test that users list responds within acceptable time.","16","test_get_users_list_response_time","tests","Mon Sep 29 23:13:35 UTC 2025","passed","Mon Sep 29 23:13:35 UTC 2025","TestUserResponseTimes","test_performance","",""
"Test basic SQL injection protection.","93","test_basic_sql_injection_protection['; UPDATE users SET admin=1; --]","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test case sensitivity of credentials.","256","test_case_sensitive_credentials","tests","Mon Sep 29 23:13:34 UTC 2025","passed","Mon Sep 29 23:13:35 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test various update scenarios including edge cases.","85","test_update_user_variations[test_case2]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test successful login with valid email and password returns a token.","140","test_login_with_valid_credentials_returns_token","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","","test_auth_login","",""
"Test API performance under sustained load for extended period.","301850","test_sustained_load_endurance","tests","Mon Sep 29 23:14:38 UTC 2025","passed","Mon Sep 29 23:19:40 UTC 2025","TestEnduranceTesting","test_performance","",""
"Test connection pool endurance under sustained load.","60477","test_connection_pool_endurance","tests","Mon Sep 29 23:21:40 UTC 2025","passed","Mon Sep 29 23:22:41 UTC 2025","TestEnduranceTesting","test_performance","",""
"Test retrieving users with invalid or non-existent IDs.","163","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test handling of expired or invalid tokens.","16","test_token_expiration_handling[None]","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test user creation with additional fields.","83","test_create_user_with_extra_fields","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserCreation","test_users_crud","",""
"Test rapid sequential requests to check for rate limiting and performance.","1697","test_rapid_sequential_requests","tests","Mon Sep 29 23:13:36 UTC 2025","passed","Mon Sep 29 23:13:38 UTC 2025","TestUserWorkflowScenarios","test_performance","",""
"Test that returned tokens have proper structure.","138","test_token_validation_structure","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test basic security-related response headers.","11","test_basic_security_headers","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","TestBasicDataProtectionSecurity","test_users_security","",""
"Test API availability against SLA requirements.","55163","test_availability_sla_compliance","tests","Mon Sep 29 23:13:38 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestSLABenchmarking","test_performance","",""
"Test basic XSS injection protection.","85","test_basic_xss_protection[<img src=x onerror=alert(1)>]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test basic XSS injection protection.","12","test_basic_xss_protection['; DROP TABLE users; --]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test API access with invalid authentication.","40","test_invalid_api_key","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestBasicAuthenticationSecurity","test_users_security","",""
"","20","test_single_user_response_matches_schema","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","","test_users_smoke","",""
"Test login with empty JSON payload returns error.","91","test_login_with_empty_payload_returns_error","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","","test_auth_login","",""
"Test that user deletion responds within acceptable time.","86","test_delete_user_response_time","tests","Mon Sep 29 23:13:35 UTC 2025","passed","Mon Sep 29 23:13:35 UTC 2025","TestUserResponseTimes","test_performance","",""
"Test basic SQL injection protection.","22","test_basic_sql_injection_protection['; DROP TABLE users; --]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test basic token validation behavior.","14","test_basic_token_validation","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestBasicAuthenticationSecurity","test_users_security","",""
"Test handling of expired or invalid tokens.","22","test_token_expiration_handling[expired.token.here]","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test performance with large payloads.","95","test_large_payload_performance","tests","Mon Sep 29 23:13:38 UTC 2025","skipped","Mon Sep 29 23:13:38 UTC 2025","TestUserMemoryAndResourceUsage","test_performance","",""
"","21","test_list_users_returns_expected_schema[2]","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","","test_users_smoke","",""
"Test that error messages don't leak sensitive information.","26","test_error_message_disclosure","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","TestBasicDataProtectionSecurity","test_users_security","",""
"Test users list with invalid page parameter.","18","test_get_users_list_invalid_page","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestUserRetrieval","test_users_crud","",""
"","19","test_list_users_returns_expected_schema[1]","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","","test_users_smoke","",""
"Test a complete typical user management workflow.","527","test_typical_user_workflow","tests","Mon Sep 29 23:13:33 UTC 2025","passed","Mon Sep 29 23:13:33 UTC 2025","TestUserWorkflowScenarios","test_performance","",""
"Test basic input sanitization.","84","test_basic_input_sanitization","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test handling of expired or invalid tokens.","16","test_token_expiration_handling[]","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test authentication with malformed credentials.","85","test_malformed_credentials[malformed_credentials4]","tests","Mon Sep 29 23:13:33 UTC 2025","passed","Mon Sep 29 23:13:33 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test authentication with malformed credentials.","85","test_malformed_credentials[malformed_credentials2]","tests","Mon Sep 29 23:13:33 UTC 2025","passed","Mon Sep 29 23:13:33 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test user creation with various invalid data scenarios.","89","test_create_user_invalid_data[test_case0]","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserCreation","test_users_crud","",""
"Test performance of bulk user operations with rate limiting protection.","2757","test_bulk_user_operations_performance","tests","Mon Sep 29 23:13:35 UTC 2025","failed","Mon Sep 29 23:13:38 UTC 2025","TestUserLoadAndConcurrency","test_performance","",""
"Test users list with different page numbers.","21","test_get_users_list_pagination[3]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test user creation with various invalid data scenarios.","83","test_create_user_invalid_data[test_case2]","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserCreation","test_users_crud","",""
"Test that API response times meet SLA requirements.","99","test_response_time_sla_compliance","tests","Mon Sep 29 23:13:38 UTC 2025","failed","Mon Sep 29 23:13:38 UTC 2025","TestSLABenchmarking","test_performance","",""
"Test basic authorization checks.","322","test_basic_authorization","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","TestBasicAccessControlSecurity","test_users_security","",""
"Test users list with different page numbers.","23","test_get_users_list_pagination[1]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test user creation with various invalid data scenarios.","82","test_create_user_invalid_data[test_case1]","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserCreation","test_users_crud","",""
"Test that user update responds within acceptable time.","184","test_update_user_response_time","tests","Mon Sep 29 23:13:35 UTC 2025","passed","Mon Sep 29 23:13:35 UTC 2025","TestUserResponseTimes","test_performance","",""
"Test refresh token flow simulation.","175","test_refresh_token_simulation","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:32 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test user creation with various invalid data scenarios.","82","test_create_user_invalid_data[test_case5]","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserCreation","test_users_crud","",""
"Test basic SQL injection protection.","93","test_basic_sql_injection_protection[' OR '1'='1]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test protection against brute force attacks.","1872","test_authentication_brute_force_protection","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:34 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test authentication with malformed credentials.","83","test_malformed_credentials[malformed_credentials5]","tests","Mon Sep 29 23:13:33 UTC 2025","passed","Mon Sep 29 23:13:33 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"","24","test_list_resources_response_matches_schema","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","","test_users_smoke","",""
"Test unauthorized access attempts.","13","test_unauthorized_access","tests","Mon Sep 29 23:14:36 UTC 2025","passed","Mon Sep 29 23:14:36 UTC 2025","TestBasicAccessControlSecurity","test_users_security","",""
"Test basic XSS injection protection.","85","test_basic_xss_protection[<script>alert('xss')</script>]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestBasicInputValidationSecurity","test_users_security","",""
"Test users list with different page numbers.","22","test_get_users_list_pagination[2]","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test API access without authentication.","45","test_missing_api_key","tests","Mon Sep 29 23:14:35 UTC 2025","passed","Mon Sep 29 23:14:35 UTC 2025","TestBasicAuthenticationSecurity","test_users_security","",""
"Test authentication with malformed credentials.","88","test_malformed_credentials[malformed_credentials0]","tests","Mon Sep 29 23:13:32 UTC 2025","passed","Mon Sep 29 23:13:33 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test retrieving an existing user by ID.","20","test_get_existing_user","tests","Mon Sep 29 23:14:34 UTC 2025","passed","Mon Sep 29 23:14:34 UTC 2025","TestUserRetrieval","test_users_crud","",""
